Id,Id2,Geography,Estimate; Median household income in the past 12 months (in 2010 inflation-adjusted dollars),Margin of Error; Median household income in the past 12 months (in 2010 inflation-adjusted dollars)
1400000US36081012500,36081012500,"Census Tract 125, Queens County, New York",53226,6017
1400000US36081012601,36081012601,"Census Tract 126.01, Queens County, New York",54130,7418
1400000US36081012602,36081012602,"Census Tract 126.02, Queens County, New York",53958,8657
1400000US36081012800,36081012800,"Census Tract 128, Queens County, New York",54207,11298
1400000US36081013000,36081013000,"Census Tract 130, Queens County, New York",86103,15798
1400000US36081013200,36081013200,"Census Tract 132, Queens County, New York",56071,22281
1400000US36081013400,36081013400,"Census Tract 134, Queens County, New York",57985,4286
1400000US36081013500,36081013500,"Census Tract 135, Queens County, New York",57384,11825
1400000US36081013600,36081013600,"Census Tract 136, Queens County, New York",46250,17356
1400000US36081013700,36081013700,"Census Tract 137, Queens County, New York",62656,13931
1400000US36081013800,36081013800,"Census Tract 138, Queens County, New York",51844,15674
1400000US36081014000,36081014000,"Census Tract 140, Queens County, New York",62563,18668
1400000US36081014100,36081014100,"Census Tract 141, Queens County, New York",49375,12928
1400000US36081014201,36081014201,"Census Tract 142.01, Queens County, New York",50991,8970
1400000US36081014202,36081014202,"Census Tract 142.02, Queens County, New York",49913,14510
1400000US36081014300,36081014300,"Census Tract 143, Queens County, New York",56115,6035
1400000US36081014400,36081014400,"Census Tract 144, Queens County, New York",54291,3409
1400000US36081014500,36081014500,"Census Tract 145, Queens County, New York",60405,13626
1400000US36081014700,36081014700,"Census Tract 147, Queens County, New York",52739,9081
1400000US36081014800,36081014800,"Census Tract 148, Queens County, New York",55822,11396
1400000US36081014900,36081014900,"Census Tract 149, Queens County, New York",46266,5808
1400000US36081015000,36081015000,"Census Tract 150, Queens County, New York",69135,32680
1400000US36081015100,36081015100,"Census Tract 151, Queens County, New York",62083,13376
1400000US36081015200,36081015200,"Census Tract 152, Queens County, New York",51143,12117
1400000US36081015300,36081015300,"Census Tract 153, Queens County, New York",55182,9843
1400000US36081015400,36081015400,"Census Tract 154, Queens County, New York",64232,15682
1400000US36081015500,36081015500,"Census Tract 155, Queens County, New York",56694,18084
1400000US36081015600,36081015600,"Census Tract 156, Queens County, New York",67115,12663
1400000US36081015700,36081015700,"Census Tract 157, Queens County, New York",42538,5205
1400000US36081015801,36081015801,"Census Tract 158.01, Queens County, New York",47139,9879
1400000US36081015802,36081015802,"Census Tract 158.02, Queens County, New York",50417,22787
1400000US36081015900,36081015900,"Census Tract 159, Queens County, New York",43664,11354
1400000US36081016100,36081016100,"Census Tract 161, Queens County, New York",47606,7191
1400000US36081016300,36081016300,"Census Tract 163, Queens County, New York",28555,4450
1400000US36081016400,36081016400,"Census Tract 164, Queens County, New York",51964,8928
1400000US36081016600,36081016600,"Census Tract 166, Queens County, New York",48795,9444
1400000US36081016800,36081016800,"Census Tract 168, Queens County, New York",50868,8434
1400000US36081016900,36081016900,"Census Tract 169, Queens County, New York",61346,8650
1400000US36081017000,36081017000,"Census Tract 170, Queens County, New York",50234,20334
1400000US36081017100,36081017100,"Census Tract 171, Queens County, New York",-,**
1400000US36081017200,36081017200,"Census Tract 172, Queens County, New York",58261,18181
1400000US36081017400,36081017400,"Census Tract 174, Queens County, New York",62951,10096
1400000US36081017600,36081017600,"Census Tract 176, Queens County, New York",59243,9600
1400000US36081017800,36081017800,"Census Tract 178, Queens County, New York",46401,14404
1400000US36081017900,36081017900,"Census Tract 179, Queens County, New York",31865,6288
1400000US36081018000,36081018000,"Census Tract 180, Queens County, New York",48438,23521
1400000US36081018101,36081018101,"Census Tract 181.01, Queens County, New York",40685,11908
1400000US36081018102,36081018102,"Census Tract 181.02, Queens County, New York",55521,11096
1400000US36081018200,36081018200,"Census Tract 182, Queens County, New York",46963,3880
1400000US36081018300,36081018300,"Census Tract 183, Queens County, New York",49773,5702
1400000US36081018401,36081018401,"Census Tract 184.01, Queens County, New York",43958,11079
1400000US36081018402,36081018402,"Census Tract 184.02, Queens County, New York",73587,10954
1400000US36081018501,36081018501,"Census Tract 185.01, Queens County, New York",59018,14937
1400000US36081018502,36081018502,"Census Tract 185.02, Queens County, New York",52926,13947
1400000US36081018600,36081018600,"Census Tract 186, Queens County, New York",54405,25818
1400000US36081018700,36081018700,"Census Tract 187, Queens County, New York",61094,15703
1400000US36081018800,36081018800,"Census Tract 188, Queens County, New York",86739,13312
1400000US36081018900,36081018900,"Census Tract 189, Queens County, New York",54420,7386
1400000US36081019000,36081019000,"Census Tract 190, Queens County, New York",60305,10578
1400000US36081019200,36081019200,"Census Tract 192, Queens County, New York",62692,29418
1400000US36081019400,36081019400,"Census Tract 194, Queens County, New York",59476,8387
1400000US36081019600,36081019600,"Census Tract 196, Queens County, New York",51930,11203
1400000US36081019800,36081019800,"Census Tract 198, Queens County, New York",41637,12380
1400000US36081019900,36081019900,"Census Tract 199, Queens County, New York",51164,20052
1400000US36081020200,36081020200,"Census Tract 202, Queens County, New York",53692,2001
1400000US36081020400,36081020400,"Census Tract 204, Queens County, New York",37153,19889
1400000US36081020500,36081020500,"Census Tract 205, Queens County, New York",47734,45706
1400000US36081020600,36081020600,"Census Tract 206, Queens County, New York",52500,10813
1400000US36081020800,36081020800,"Census Tract 208, Queens County, New York",46667,10958
1400000US36081021200,36081021200,"Census Tract 212, Queens County, New York",36484,28227
1400000US36081021400,36081021400,"Census Tract 214, Queens County, New York",51313,5587
1400000US36081021600,36081021600,"Census Tract 216, Queens County, New York",61900,11323
1400000US36081021900,36081021900,"Census Tract 219, Queens County, New York",-,**
1400000US36081022001,36081022001,"Census Tract 220.01, Queens County, New York",53058,3846
1400000US36081022002,36081022002,"Census Tract 220.02, Queens County, New York",63943,7257
1400000US36081022900,36081022900,"Census Tract 229, Queens County, New York",-,**
1400000US36081023000,36081023000,"Census Tract 230, Queens County, New York",69306,15237
1400000US36081023200,36081023200,"Census Tract 232, Queens County, New York",66311,10559
1400000US36081023500,36081023500,"Census Tract 235, Queens County, New York",48832,7978
1400000US36081023600,36081023600,"Census Tract 236, Queens County, New York",37106,18622
1400000US36081023800,36081023800,"Census Tract 238, Queens County, New York",41379,6593
1400000US36081024000,36081024000,"Census Tract 240, Queens County, New York",40329,11195
1400000US36081024300,36081024300,"Census Tract 243, Queens County, New York",53241,12496
1400000US36081024500,36081024500,"Census Tract 245, Queens County, New York",32100,3911
1400000US36081024600,36081024600,"Census Tract 246, Queens County, New York",-,**
1400000US36081024700,36081024700,"Census Tract 247, Queens County, New York",64474,23718
1400000US36081024900,36081024900,"Census Tract 249, Queens County, New York",62186,2933
1400000US36081025100,36081025100,"Census Tract 251, Queens County, New York",60258,9767
1400000US36081025301,36081025301,"Census Tract 253.01, Queens County, New York",49423,11442
1400000US36081025302,36081025302,"Census Tract 253.02, Queens County, New York",47539,8686
1400000US36081025400,36081025400,"Census Tract 254, Queens County, New York",25966,6876
1400000US36081025500,36081025500,"Census Tract 255, Queens County, New York",56354,33643
1400000US36081025700,36081025700,"Census Tract 257, Queens County, New York",64940,23116
1400000US36081025800,36081025800,"Census Tract 258, Queens County, New York",59615,26696
1400000US36081025900,36081025900,"Census Tract 259, Queens County, New York",52188,9042
1400000US36081026000,36081026000,"Census Tract 260, Queens County, New York",43409,9407
1400000US36081026100,36081026100,"Census Tract 261, Queens County, New York",46675,6420
1400000US36081026200,36081026200,"Census Tract 262, Queens County, New York",49972,14088
1400000US36081026300,36081026300,"Census Tract 263, Queens County, New York",47791,7376
1400000US36081026400,36081026400,"Census Tract 264, Queens County, New York",44643,4320
1400000US36081026500,36081026500,"Census Tract 265, Queens County, New York",42528,11775
1400000US36081026600,36081026600,"Census Tract 266, Queens County, New York",24762,10443
1400000US36081026700,36081026700,"Census Tract 267, Queens County, New York",42940,13306
1400000US36081026901,36081026901,"Census Tract 269.01, Queens County, New York",39707,5411
1400000US36081026902,36081026902,"Census Tract 269.02, Queens County, New York",35298,12924
1400000US36081027000,36081027000,"Census Tract 270, Queens County, New York",62604,24500
1400000US36081027100,36081027100,"Census Tract 271, Queens County, New York",36532,4721
1400000US36081027200,36081027200,"Census Tract 272, Queens County, New York",46823,21527
1400000US36081027300,36081027300,"Census Tract 273, Queens County, New York",48953,11453
1400000US36081027400,36081027400,"Census Tract 274, Queens County, New York",59261,14946
1400000US36081027500,36081027500,"Census Tract 275, Queens County, New York",46500,5914
1400000US36081027600,36081027600,"Census Tract 276, Queens County, New York",51492,18316
1400000US36081027700,36081027700,"Census Tract 277, Queens County, New York",39994,7075
1400000US36081027800,36081027800,"Census Tract 278, Queens County, New York",24832,10840
1400000US36081027900,36081027900,"Census Tract 279, Queens County, New York",43984,9106
1400000US36081028000,36081028000,"Census Tract 280, Queens County, New York",65781,25098
1400000US36081028100,36081028100,"Census Tract 281, Queens County, New York",58763,6243
1400000US36081028200,36081028200,"Census Tract 282, Queens County, New York",72635,22227
1400000US36081028300,36081028300,"Census Tract 283, Queens County, New York",41350,9613
1400000US36081028400,36081028400,"Census Tract 284, Queens County, New York",74375,20299
1400000US36081028500,36081028500,"Census Tract 285, Queens County, New York",66563,8003
